Tone Start: 434
Tone Stop: 500004
390036,386
390467,393
390899,397
391330,397
391761,389
392193,395
392624,393
393055,391
393487,387
393918,390
394349,394
394781,385
395212,383
395643,386
396075,399
396508,388
396939,391
397371,390
397802,378
398233,384
398665,334
399096,354
399527,364
399962,371
400394,369
400825,371
401256,377
401688,379
402119,383
402550,377
402982,378
403413,386
403844,391
404276,388
404707,380
405138,387
405570,390
406001,392
406433,394
406864,398
407295,391
407727,392
408158,387
408589,388
409021,390
409452,403
409883,393
410315,399
410746,390
411177,395
411609,397
412040,394
412471,397
412903,397
413334,396
413765,385
414197,381
414628,381
415059,375
415491,378
415922,371
416353,370
416785,380
417216,381
417647,381
418079,376
418512,381
418947,377
419378,374
419809,371
420241,369
420672,372
421103,372
421535,381
421966,385
422397,386
422829,391
423260,386
423692,392
424123,387
424554,388
424986,394
425417,397
425848,394
426280,398
426711,349
427142,363
427574,373
428005,378
428436,383
428868,381
429299,380
429730,375
430162,376
430593,371
431024,376
